# Model output (x mu nu), grid of 100x100=10000 pts
# Model parameter values (noise variance lengthscales [periods]): (1e-12, 7.66597900411269, [0.3963760190107868, 0.3166129573079868], [360.0, 360.0])
   -5.00000000E+01       -5.00000000E+01       -2.02708314E+05        1.00010004E-04    
   -4.63636364E+01       -5.00000000E+01       -2.02707881E+05        6.80353116E-02    
   -4.27272727E+01       -5.00000000E+01       -2.02707381E+05        1.39100530E-01    
   -3.90909091E+01       -5.00000000E+01       -2.02706817E+05        2.11603300E-01    
   -3.54545455E+01       -5.00000000E+01       -2.02706197E+05        2.83973274E-01    
   -3.18181818E+01       -5.00000000E+01       -2.02705530E+05        3.54584464E-01    
   -2.81818182E+01       -5.00000000E+01       -2.02704826E+05        4.21680650E-01    
   -2.45454545E+01       -5.00000000E+01       -2.02704098E+05        4.83335066E-01    
   -2.09090909E+01       -5.00000000E+01       -2.02703361E+05        5.37465528E-01    
   -1.72727273E+01       -5.00000000E+01       -2.02702630E+05        5.81911076E-01    
   -1.36363636E+01       -5.00000000E+01       -2.02701924E+05        6.14561311E-01    
   -1.00000000E+01       -5.00000000E+01       -2.02701259E+05        6.33518981E-01    
   -6.36363636E+00       -5.00000000E+01       -2.02700653E+05        6.37271591E-01    
   -2.72727273E+00       -5.00000000E+01       -2.02700122E+05        6.24848394E-01    
    9.09090909E-01       -5.00000000E+01       -2.02699684E+05        5.95943162E-01    
    4.54545455E+00       -5.00000000E+01       -2.02699349E+05        5.50989016E-01    
    8.18181818E+00       -5.00000000E+01       -2.02699130E+05        4.91177791E-01    
    1.18181818E+01       -5.00000000E+01       -2.02699033E+05        4.18422275E-01    
    1.54545455E+01       -5.00000000E+01       -2.02699061E+05        3.35264711E-01    
    1.90909091E+01       -5.00000000E+01       -2.02699213E+05        2.44739252E-01    
    2.27272727E+01       -5.00000000E+01       -2.02699482E+05        1.50199532E-01    
    2.63636364E+01       -5.00000000E+01       -2.02699860E+05        5.51252211E-02    
    3.00000000E+01       -5.00000000E+01       -2.02700331E+05        3.70771927E-02    
    3.36363636E+01       -5.00000000E+01       -2.02700876E+05        1.23260775E-01    
    3.72727273E+01       -5.00000000E+01       -2.02701476E+05        2.00700570E-01    
    4.09090909E+01       -5.00000000E+01       -2.02702105E+05        2.67211441E-01    
    4.45454545E+01       -5.00000000E+01       -2.02702740E+05        3.21216474E-01    
    4.81818182E+01       -5.00000000E+01       -2.02703356E+05        3.61758667E-01    
    5.18181818E+01       -5.00000000E+01       -2.02703928E+05        3.88458922E-01    
    5.54545455E+01       -5.00000000E+01       -2.02704435E+05        4.01430494E-01    
    5.90909091E+01       -5.00000000E+01       -2.02704858E+05        4.01167415E-01    
    6.27272727E+01       -5.00000000E+01       -2.02705182E+05        3.88429301E-01    
    6.63636364E+01       -5.00000000E+01       -2.02705396E+05        3.64145594E-01    
    7.00000000E+01       -5.00000000E+01       -2.02705494E+05        3.29357306E-01    
    7.36363636E+01       -5.00000000E+01       -2.02705473E+05        2.85204203E-01    
    7.72727273E+01       -5.00000000E+01       -2.02705338E+05        2.32952406E-01    
    8.09090909E+01       -5.00000000E+01       -2.02705095E+05        1.74045399E-01    
    8.45454545E+01       -5.00000000E+01       -2.02704756E+05        1.10154297E-01    
    8.81818182E+01       -5.00000000E+01       -2.02704335E+05        4.32028167E-02    
    9.18181818E+01       -5.00000000E+01       -2.02703847E+05        2.46521262E-02    
    9.54545455E+01       -5.00000000E+01       -2.02703312E+05        9.10897164E-02    
    9.90909091E+01       -5.00000000E+01       -2.02702748E+05        1.53748409E-01    
    1.02727273E+02       -5.00000000E+01       -2.02702172E+05        2.10380938E-01    
    1.06363636E+02       -5.00000000E+01       -2.02701604E+05        2.59029749E-01    
    1.10000000E+02       -5.00000000E+01       -2.02701061E+05        2.98196615E-01    
    1.13636364E+02       -5.00000000E+01       -2.02700556E+05        3.26985429E-01    
    1.17272727E+02       -5.00000000E+01       -2.02700103E+05        3.45199063E-01    
    1.20909091E+02       -5.00000000E+01       -2.02699713E+05        3.53376024E-01    
    1.24545455E+02       -5.00000000E+01       -2.02699394E+05        3.52757805E-01    
    1.28181818E+02       -5.00000000E+01       -2.02699151E+05        3.45182362E-01    
    1.31818182E+02       -5.00000000E+01       -2.02698986E+05        3.32902627E-01    
    1.35454545E+02       -5.00000000E+01       -2.02698902E+05        3.18333483E-01    
    1.39090909E+02       -5.00000000E+01       -2.02698896E+05        3.03742684E-01    
    1.42727273E+02       -5.00000000E+01       -2.02698963E+05        2.90929243E-01    
    1.46363636E+02       -5.00000000E+01       -2.02699099E+05        2.80971943E-01    
    1.50000000E+02       -5.00000000E+01       -2.02699297E+05        2.74143272E-01    
    1.53636364E+02       -5.00000000E+01       -2.02699548E+05        2.70023569E-01    
    1.57272727E+02       -5.00000000E+01       -2.02699842E+05        2.67739378E-01    
    1.60909091E+02       -5.00000000E+01       -2.02700171E+05        2.66190536E-01    
    1.64545455E+02       -5.00000000E+01       -2.02700523E+05        2.64178561E-01    
    1.68181818E+02       -5.00000000E+01       -2.02700890E+05        2.60445245E-01    
    1.71818182E+02       -5.00000000E+01       -2.02701263E+05        2.53689211E-01    
    1.75454545E+02       -5.00000000E+01       -2.02701633E+05        2.42625757E-01    
    1.79090909E+02       -5.00000000E+01       -2.02701994E+05        2.26120674E-01    
    1.82727273E+02       -5.00000000E+01       -2.02702341E+05        2.03402047E-01    
    1.86363636E+02       -5.00000000E+01       -2.02702669E+05        1.74371623E-01    
    1.90000000E+02       -5.00000000E+01       -2.02702978E+05        1.40173365E-01    
    1.93636364E+02       -5.00000000E+01       -2.02703265E+05        1.04752276E-01    
    1.97272727E+02       -5.00000000E+01       -2.02703534E+05        7.98370820E-02    
    2.00909091E+02       -5.00000000E+01       -2.02703785E+05        8.67350490E-02    
    2.04545455E+02       -5.00000000E+01       -2.02704023E+05        1.23733828E-01    
    2.08181818E+02       -5.00000000E+01       -2.02704251E+05        1.71765890E-01    
    2.11818182E+02       -5.00000000E+01       -2.02704475E+05        2.20540708E-01    
    2.15454545E+02       -5.00000000E+01       -2.02704698E+05        2.64926263E-01    
    2.19090909E+02       -5.00000000E+01       -2.02704924E+05        3.01635998E-01    
    2.22727273E+02       -5.00000000E+01       -2.02705157E+05        3.28369798E-01    
    2.26363636E+02       -5.00000000E+01       -2.02705399E+05        3.43616171E-01    
    2.30000000E+02       -5.00000000E+01       -2.02705653E+05        3.46597528E-01    
    2.33636364E+02       -5.00000000E+01       -2.02705920E+05        3.37222180E-01    
    2.37272727E+02       -5.00000000E+01       -2.02706198E+05        3.16009747E-01    
    2.40909091E+02       -5.00000000E+01       -2.02706486E+05        2.83991115E-01    
    2.44545455E+02       -5.00000000E+01       -2.02706783E+05        2.42597235E-01    
    2.48181818E+02       -5.00000000E+01       -2.02707086E+05        1.93554039E-01    
    2.51818182E+02       -5.00000000E+01       -2.02707391E+05        1.38796858E-01    
    2.55454545E+02       -5.00000000E+01       -2.02707693E+05        8.04094911E-02    
    2.59090909E+02       -5.00000000E+01       -2.02707989E+05        2.05834275E-02    
    2.62727273E+02       -5.00000000E+01       -2.02708272E+05        3.84163002E-02    
    2.66363636E+02       -5.00000000E+01       -2.02708538E+05        9.42894316E-02    
    2.70000000E+02       -5.00000000E+01       -2.02708781E+05        1.44765124E-01    
    2.73636364E+02       -5.00000000E+01       -2.02708994E+05        1.87687430E-01    
    2.77272727E+02       -5.00000000E+01       -2.02709173E+05        2.21125715E-01    
    2.80909091E+02       -5.00000000E+01       -2.02709310E+05        2.43494121E-01    
    2.84545455E+02       -5.00000000E+01       -2.02709400E+05        2.53662470E-01    
    2.88181818E+02       -5.00000000E+01       -2.02709437E+05        2.51038970E-01    
    2.91818182E+02       -5.00000000E+01       -2.02709417E+05        2.35608220E-01    
    2.95454545E+02       -5.00000000E+01       -2.02709334E+05        2.07914995E-01    
    2.99090909E+02       -5.00000000E+01       -2.02709185E+05        1.68993700E-01    
    3.02727273E+02       -5.00000000E+01       -2.02708966E+05        1.20253841E-01    
    3.06363636E+02       -5.00000000E+01       -2.02708675E+05        6.33411462E-02    
    3.10000000E+02       -5.00000000E+01       -2.02708314E+05        1.00010004E-04    
