# Model output (x mu nu), grid of 100x100=10000 pts
# Model parameter values (noise variance lengthscales [periods]): (1e-12, 7.680764890644597, [0.3985250102768519, 0.3191771379465311], [360.0, 360.0])
   -5.00000000E+01       -5.00000000E+01       -2.02708314E+05        1.00010000E-04    
   -4.63636364E+01       -5.00000000E+01       -2.02707881E+05        6.62647194E-02    
   -4.27272727E+01       -5.00000000E+01       -2.02707381E+05        1.35497858E-01    
   -3.90909091E+01       -5.00000000E+01       -2.02706818E+05        2.06150971E-01    
   -3.54545455E+01       -5.00000000E+01       -2.02706198E+05        2.76698960E-01    
   -3.18181818E+01       -5.00000000E+01       -2.02705530E+05        3.45563121E-01    
   -2.81818182E+01       -5.00000000E+01       -2.02704825E+05        4.11036467E-01    
   -2.45454545E+01       -5.00000000E+01       -2.02704097E+05        4.71242378E-01    
   -2.09090909E+01       -5.00000000E+01       -2.02703359E+05        5.24147877E-01    
   -1.72727273E+01       -5.00000000E+01       -2.02702627E+05        5.67637871E-01    
   -1.36363636E+01       -5.00000000E+01       -2.02701920E+05        5.99641903E-01    
   -1.00000000E+01       -5.00000000E+01       -2.02701254E+05        6.18294234E-01    
   -6.36363636E+00       -5.00000000E+01       -2.02700647E+05        6.22103293E-01    
   -2.72727273E+00       -5.00000000E+01       -2.02700117E+05        6.10106984E-01    
    9.09090909E-01       -5.00000000E+01       -2.02699678E+05        5.81994352E-01    
    4.54545455E+00       -5.00000000E+01       -2.02699343E+05        5.38179959E-01    
    8.18181818E+00       -5.00000000E+01       -2.02699125E+05        4.79823472E-01    
    1.18181818E+01       -5.00000000E+01       -2.02699028E+05        4.08792828E-01    
    1.54545455E+01       -5.00000000E+01       -2.02699057E+05        3.27574371E-01    
    1.90909091E+01       -5.00000000E+01       -2.02699210E+05        2.39137610E-01    
    2.27272727E+01       -5.00000000E+01       -2.02699481E+05        1.46765680E-01    
    2.63636364E+01       -5.00000000E+01       -2.02699859E+05        5.38652319E-02    
    3.00000000E+01       -5.00000000E+01       -2.02700331E+05        3.62292248E-02    
    3.36363636E+01       -5.00000000E+01       -2.02700878E+05        1.20438129E-01    
    3.72727273E+01       -5.00000000E+01       -2.02701478E+05        1.96096138E-01    
    4.09090909E+01       -5.00000000E+01       -2.02702108E+05        2.61067352E-01    
    4.45454545E+01       -5.00000000E+01       -2.02702743E+05        3.13812030E-01    
    4.81818182E+01       -5.00000000E+01       -2.02703359E+05        3.53397597E-01    
    5.18181818E+01       -5.00000000E+01       -2.02703931E+05        3.79457004E-01    
    5.54545455E+01       -5.00000000E+01       -2.02704438E+05        3.92104456E-01    
    5.90909091E+01       -5.00000000E+01       -2.02704860E+05        3.91825742E-01    
    6.27272727E+01       -5.00000000E+01       -2.02705184E+05        3.79365211E-01    
    6.63636364E+01       -5.00000000E+01       -2.02705397E+05        3.55631994E-01    
    7.00000000E+01       -5.00000000E+01       -2.02705495E+05        3.21643219E-01    
    7.36363636E+01       -5.00000000E+01       -2.02705474E+05        2.78511935E-01    
    7.72727273E+01       -5.00000000E+01       -2.02705338E+05        2.27474711E-01    
    8.09090909E+01       -5.00000000E+01       -2.02705096E+05        1.69942150E-01    
    8.45454545E+01       -5.00000000E+01       -2.02704756E+05        1.07548504E-01    
    8.81818182E+01       -5.00000000E+01       -2.02704335E+05        4.21762709E-02    
    9.18181818E+01       -5.00000000E+01       -2.02703847E+05        2.40629920E-02    
    9.54545455E+01       -5.00000000E+01       -2.02703312E+05        8.88968808E-02    
    9.90909091E+01       -5.00000000E+01       -2.02702748E+05        1.50013537E-01    
    1.02727273E+02       -5.00000000E+01       -2.02702173E+05        2.05214130E-01    
    1.06363636E+02       -5.00000000E+01       -2.02701605E+05        2.52585508E-01    
    1.10000000E+02       -5.00000000E+01       -2.02701061E+05        2.90667054E-01    
    1.13636364E+02       -5.00000000E+01       -2.02700557E+05        3.18591092E-01    
    1.17272727E+02       -5.00000000E+01       -2.02700104E+05        3.36178006E-01    
    1.20909091E+02       -5.00000000E+01       -2.02699714E+05        3.43971882E-01    
    1.24545455E+02       -5.00000000E+01       -2.02699395E+05        3.43207478E-01    
    1.28181818E+02       -5.00000000E+01       -2.02699151E+05        3.35703592E-01    
    1.31818182E+02       -5.00000000E+01       -2.02698987E+05        3.23681234E-01    
    1.35454545E+02       -5.00000000E+01       -2.02698902E+05        3.09509771E-01    
    1.39090909E+02       -5.00000000E+01       -2.02698896E+05        2.95397341E-01    
    1.42727273E+02       -5.00000000E+01       -2.02698963E+05        2.83071867E-01    
