# Model hyperparameter values by iteration (iter npts variance lengthscales)
  0.0000000000E+00  2.0000000000E+00       3.0343193756E-01  3.5438477417E-01  3.5438477417E-01
  1.0000000000E+00  3.0000000000E+00       2.7443450082E-01  4.1258289050E-01  3.5352444223E-01
  2.0000000000E+00  4.0000000000E+00       2.5274695455E-01  4.1752014812E-01  3.0930247418E-01
  3.0000000000E+00  5.0000000000E+00       1.1891502956E+00  4.6237155377E-01  1.6060289894E-01
  4.0000000000E+00  6.0000000000E+00       2.0500922546E+00  4.0312331922E-01  1.1189202126E-01
  5.0000000000E+00  7.0000000000E+00       2.1758104390E+00  3.6072772784E-01  1.2450994691E-01
  6.0000000000E+00  8.0000000000E+00       2.2014069848E+00  1.8045050159E-01  1.2731560881E-01
  7.0000000000E+00  9.0000000000E+00       2.4574983495E+00  1.8049323489E-01  1.1760307036E-01
  8.0000000000E+00  1.0000000000E+01       2.7951469403E+00  1.8245939316E-01  1.1084164676E-01
  9.0000000000E+00  1.1000000000E+01       2.7908832170E+00  1.6265826804E-01  1.1352417809E-01
  1.0000000000E+01  1.2000000000E+01       3.0983806697E+00  1.7507008379E-01  1.2600923583E-01
  1.1000000000E+01  1.3000000000E+01       3.2514609647E+00  2.1940853336E-01  1.1643353067E-01
  1.2000000000E+01  1.4000000000E+01       3.6516440927E+00  2.2112402889E-01  1.4596470575E-01
  1.3000000000E+01  1.5000000000E+01       3.9395072936E+00  2.7191810260E-01  1.7658248806E-01
  1.4000000000E+01  1.6000000000E+01       4.1670974692E+00  2.7045819658E-01  2.0877875230E-01
  1.5000000000E+01  1.7000000000E+01       4.3513930624E+00  2.6751014101E-01  2.1220909269E-01
  1.6000000000E+01  1.8000000000E+01       4.3325124542E+00  2.5679528609E-01  1.8248600290E-01
  1.7000000000E+01  1.9000000000E+01       4.3869188046E+00  2.5567867590E-01  1.8252805959E-01
  1.8000000000E+01  2.0000000000E+01       4.5122299413E+00  2.6237716711E-01  1.8242753324E-01
  1.9000000000E+01  2.1000000000E+01       4.4981918158E+00  2.6270065909E-01  1.8271047180E-01
  2.0000000000E+01  2.2000000000E+01       4.5006712764E+00  2.6471275825E-01  1.7486850200E-01
  2.1000000000E+01  2.3000000000E+01       4.5092614328E+00  2.6600875683E-01  1.7635013068E-01
  2.2000000000E+01  2.4000000000E+01       4.5943244169E+00  2.6595351109E-01  1.7637419956E-01
  2.3000000000E+01  2.5000000000E+01       4.6560620656E+00  2.7131718485E-01  1.7767623234E-01
  2.4000000000E+01  2.6000000000E+01       4.7890985721E+00  2.7028867105E-01  1.8195790204E-01
  2.5000000000E+01  2.7000000000E+01       4.8734489629E+00  2.8013703501E-01  1.8015319910E-01
  2.6000000000E+01  2.8000000000E+01       4.8852588185E+00  2.8216644796E-01  1.8135412608E-01
  2.7000000000E+01  2.9000000000E+01       4.8664617985E+00  2.8199007242E-01  1.8081775971E-01
  2.8000000000E+01  3.0000000000E+01       5.5528594750E+00  3.0167806351E-01  1.9173557201E-01
  2.9000000000E+01  3.1000000000E+01       5.5610755207E+00  3.0537347053E-01  1.9271093783E-01
  3.0000000000E+01  3.2000000000E+01       6.1292930751E+00  3.4546025939E-01  2.0943234487E-01
  3.1000000000E+01  3.3000000000E+01       6.2245271356E+00  3.5460945207E-01  2.0513789810E-01
  3.2000000000E+01  3.4000000000E+01       6.3503730239E+00  3.6277354635E-01  2.0485559308E-01
