# Model hyperparameter values by iteration (iter npts variance lengthscales)
  3.3000000000E+01  3.5000000000E+01       7.1849674881E+00  4.4124146307E-01  2.6901960742E-01
  3.4000000000E+01  3.6000000000E+01       7.2851127622E+00  4.5099463295E-01  2.7593006048E-01
  3.5000000000E+01  3.7000000000E+01       7.4281396188E+00  4.6038801552E-01  2.8851386685E-01
  3.6000000000E+01  3.8000000000E+01       7.3028870902E+00  4.4749405322E-01  2.8029668840E-01
  3.7000000000E+01  3.9000000000E+01       7.4300661808E+00  4.6052441815E-01  2.8564976901E-01
  3.8000000000E+01  4.0000000000E+01       7.5129778032E+00  4.7067206096E-01  2.8663963364E-01
  3.9000000000E+01  4.1000000000E+01       7.3876777387E+00  4.7186468775E-01  2.8336733125E-01
  4.0000000000E+01  4.2000000000E+01       7.4192003453E+00  4.7295892321E-01  2.9218624725E-01
  4.1000000000E+01  4.3000000000E+01       7.3194983121E+00  4.7347262918E-01  2.9345202111E-01
  4.2000000000E+01  4.4000000000E+01       7.3609108059E+00  4.7501260852E-01  2.9141169679E-01
  4.3000000000E+01  4.5000000000E+01       7.3285408089E+00  4.7586704666E-01  2.9166133786E-01
  4.4000000000E+01  4.6000000000E+01       7.2692726075E+00  4.7802195276E-01  2.9052516685E-01
  4.5000000000E+01  4.7000000000E+01       7.2896347518E+00  4.7846580863E-01  2.9456718184E-01
  4.6000000000E+01  4.8000000000E+01       7.2541470360E+00  4.7863769085E-01  2.9574281150E-01
  4.7000000000E+01  4.9000000000E+01       7.2122258446E+00  4.7948871535E-01  2.9258606791E-01
  4.8000000000E+01  5.0000000000E+01       7.2037973300E+00  4.8358286787E-01  2.8368291690E-01
  4.9000000000E+01  5.1000000000E+01       7.5735197522E+00  4.4631108923E-01  2.7480060129E-01
  5.0000000000E+01  5.2000000000E+01       7.5715323251E+00  4.4719281988E-01  2.7272422867E-01
  5.1000000000E+01  5.3000000000E+01       7.5586420570E+00  4.4797929682E-01  2.7316723544E-01
  5.2000000000E+01  5.4000000000E+01       7.5602311952E+00  4.5222436576E-01  2.6223924201E-01
  5.3000000000E+01  5.5000000000E+01       7.5841574955E+00  4.4594657149E-01  2.6923988142E-01
  5.4000000000E+01  5.6000000000E+01       7.6542212891E+00  4.3985108330E-01  2.7091550095E-01
  5.5000000000E+01  5.7000000000E+01       7.6409643934E+00  4.3851239575E-01  2.7340722925E-01
  5.6000000000E+01  5.8000000000E+01       7.6043724490E+00  4.3724434194E-01  2.7477428774E-01
  5.7000000000E+01  5.9000000000E+01       7.5924937434E+00  4.3606782430E-01  2.7798388655E-01
  5.8000000000E+01  6.0000000000E+01       7.6170236900E+00  4.3888240201E-01  2.7898715251E-01
  5.9000000000E+01  6.1000000000E+01       7.5824911814E+00  4.3555775108E-01  2.8199365837E-01
  6.0000000000E+01  6.2000000000E+01       7.5420328234E+00  4.3691704866E-01  2.8134822758E-01
  6.1000000000E+01  6.3000000000E+01       7.5253664451E+00  4.3612581693E-01  2.8314444985E-01
  6.2000000000E+01  6.4000000000E+01       7.5465856293E+00  4.2706018268E-01  2.8785985817E-01
  6.3000000000E+01  6.5000000000E+01       7.5172678225E+00  4.2655013365E-01  2.8547116506E-01
  6.4000000000E+01  6.6000000000E+01       7.4759173537E+00  4.2608737020E-01  2.8561915490E-01
  6.5000000000E+01  6.7000000000E+01       7.4774824329E+00  4.2735797531E-01  2.8702369636E-01
  6.6000000000E+01  6.8000000000E+01       7.4534541500E+00  4.2728588302E-01  2.8889384297E-01
  6.7000000000E+01  6.9000000000E+01       7.4455118383E+00  4.2746500529E-01  2.9092073368E-01
  6.8000000000E+01  7.0000000000E+01       7.4226885189E+00  4.2883777175E-01  2.9102413479E-01
  6.9000000000E+01  7.1000000000E+01       7.4343810393E+00  4.2928681824E-01  2.9318539826E-01
  7.0000000000E+01  7.2000000000E+01       7.4177255187E+00  4.3029312042E-01  2.9292346045E-01
  7.1000000000E+01  7.3000000000E+01       7.3901944017E+00  4.3100395790E-01  2.9364193355E-01
  7.2000000000E+01  7.4000000000E+01       7.6347156756E+00  4.0394186895E-01  3.1104994532E-01
  7.3000000000E+01  7.5000000000E+01       7.6184935473E+00  4.0491369922E-01  3.1154375309E-01
  7.4000000000E+01  7.6000000000E+01       7.6945774290E+00  3.9264618793E-01  3.1394367630E-01
  7.5000000000E+01  7.7000000000E+01       7.6812061582E+00  3.9327040790E-01  3.1361690831E-01
  7.6000000000E+01  7.8000000000E+01       7.6808399620E+00  3.9433221869E-01  3.1494266707E-01
  7.7000000000E+01  7.9000000000E+01       7.6828316972E+00  3.9516944765E-01  3.1643359865E-01
  7.8000000000E+01  8.0000000000E+01       7.6659790041E+00  3.9637601901E-01  3.1661295731E-01
  7.9000000000E+01  8.1000000000E+01       7.6763247379E+00  3.9755936722E-01  3.1799707815E-01
  8.0000000000E+01  8.2000000000E+01       7.6807648906E+00  3.9852501028E-01  3.1917713795E-01
  8.1000000000E+01  8.3000000000E+01       7.9241463690E+00  3.7279319699E-01  2.9590470294E-01
  8.2000000000E+01  8.4000000000E+01       8.1441280006E+00  3.5615330246E-01  2.8398514622E-01
  8.3000000000E+01  8.5000000000E+01       8.1486637384E+00  3.5002545038E-01  2.8840400609E-01
  8.4000000000E+01  8.6000000000E+01       8.1323636439E+00  3.5104192286E-01  2.8807692109E-01
  8.5000000000E+01  8.7000000000E+01       8.1191755990E+00  3.5173295632E-01  2.8855620426E-01
  8.6000000000E+01  8.8000000000E+01       8.1113798067E+00  3.5251100078E-01  2.8921166306E-01
  8.7000000000E+01  8.9000000000E+01       8.0977745469E+00  3.5277165126E-01  2.8989969680E-01
  8.8000000000E+01  9.0000000000E+01       8.1026143053E+00  3.5440365344E-01  2.9009941814E-01
  8.9000000000E+01  9.1000000000E+01       8.0654097395E+00  3.4987816278E-01  2.8712556498E-01
  9.0000000000E+01  9.2000000000E+01       8.0641849141E+00  3.5013641885E-01  2.8857198437E-01
  9.1000000000E+01  9.3000000000E+01       8.0573500923E+00  3.5059891434E-01  2.8923685094E-01
  9.2000000000E+01  9.4000000000E+01       8.0555460373E+00  3.5031324678E-01  2.9074564771E-01
  9.3000000000E+01  9.5000000000E+01       8.0572871913E+00  3.4841705029E-01  2.9350662659E-01
  9.4000000000E+01  9.6000000000E+01       8.0479859573E+00  3.4883538349E-01  2.9440280497E-01
  9.5000000000E+01  9.7000000000E+01       8.0665803394E+00  3.4582185790E-01  2.9872485128E-01
  9.6000000000E+01  9.8000000000E+01       8.0544201062E+00  3.4621605540E-01  2.9933501801E-01
  9.7000000000E+01  9.9000000000E+01       8.0484258813E+00  3.4657867292E-01  3.0011605468E-01
  9.8000000000E+01  1.0000000000E+02       8.0388556252E+00  3.4738804120E-01  3.0052908360E-01
  9.9000000000E+01  1.0100000000E+02       8.0413377934E+00  3.4810913636E-01  3.0137104894E-01
  1.0000000000E+02  1.0200000000E+02       8.0675646644E+00  3.4547156760E-01  2.9697424961E-01
